player names,first card,anytime card,red_card,contest
Bukayo Saka,14/1,18/5,40/1,Newcastle v Arsenal
Cristhian Mosquera,14/1,18/5,40/1,Newcastle v Arsenal
Viktor Gyokeres,14/1,15/4,40/1,Newcastle v Arsenal
Leandro Trossard,16/1,17/4,40/1,Newcastle v Arsenal
William Saliba,16/1,19/4,40/1,Newcastle v Arsenal
David Raya,16/1,19/4,40/1,Newcastle v Arsenal
Eberechi Eze,18/1,11/2,50/1,Newcastle v Arsenal
Martin Odegaard,18/1,11/2,50/1,Newcastle v Arsenal
Gabriel Martinelli,20/1,6/1,50/1,Newcastle v Arsenal
Ethan Nwaneri,22/1,13/2,50/1,Newcastle v Arsenal
Tim Iroegbunam,9/1,12/5,33/1,Everton v West Ham
Idrissa Gueye,10/1,11/4,33/1,Everton v West Ham
Jack Grealish,11/1,3/1,33/1,Everton v West Ham
Carlos Alcaraz,12/1,16/5,40/1,Everton v West Ham
Kiernan Dewsbury-Hall,12/1,16/5,40/1,Everton v West Ham
James Garner,12/1,16/5,40/1,Everton v West Ham
Jake O'Brien,12/1,17/5,40/1,Everton v West Ham
James Tarkowski,12/1,17/5,40/1,Everton v West Ham
Nathan Patterson,12/1,17/5,40/1,Everton v West Ham
Michael Keane,12/1,15/4,40/1,Everton v West Ham
Tyler Dibling,14/1,17/4,40/1,Everton v West Ham
Merlin Rohl,12/1,7/2,40/1,Everton v West Ham
Jarrad Branthwaite,14/1,17/4,40/1,Everton v West Ham
Vitaliy Mykolenko,14/1,9/2,40/1,Everton v West Ham
Thierno Barry,16/1,24/5,50/1,Everton v West Ham
Iliman Ndiaye,16/1,5/1,50/1,Everton v West Ham
Jordan Pickford,16/1,5/1,50/1,Everton v West Ham
Adam Aznou,14/1,9/2,40/1,Everton v West Ham
Seamus Coleman,18/1,11/2,50/1,Everton v West Ham
Dwight McNeil,20/1,6/1,50/1,Everton v West Ham
Beto,28/1,15/2,66/1,Everton v West Ham
Lucas Paqueta,8/1,19/10,28/1,Everton v West Ham
Freddie Potts,10/1,5/2,33/1,Everton v West Ham
Soungoutou Magassa,10/1,5/2,33/1,Everton v West Ham
Luis Guilherme,10/1,11/4,33/1,Everton v West Ham
El Hadji Malick Diouf,11/1,3/1,33/1,Everton v West Ham
Konstantinos Mavropanos,11/1,3/1,33/1,Everton v West Ham
Mateus Fernandes,12/1,16/5,40/1,Everton v West Ham
Jean-Clair Todibo,12/1,16/5,40/1,Everton v West Ham
Crysencio Summerville,12/1,18/5,40/1,Everton v West Ham
Callum Wilson,14/1,4/1,40/1,Everton v West Ham
Aaron Wan-Bissaka,14/1,4/1,40/1,Everton v West Ham
James Ward Prowse,14/1,4/1,40/1,Everton v West Ham
Kyle Walker-Peters,14/1,17/4,40/1,Everton v West Ham
Max Kilman,16/1,5/1,50/1,Everton v West Ham
Jarrod Bowen,18/1,11/2,50/1,Everton v West Ham
Alphonse Areola,22/1,13/2,50/1,Everton v West Ham
Niclas Fullkrug,25/1,7/1,66/1,Everton v West Ham
