AM_names,AM_odds,contest
Marc Cucurella AM,3 - 6,Chelsea v Brighton
Moises Caicedo AM,2.5 - 5,Chelsea v Brighton
Enzo Fernandez AM,7 - 10,Chelsea v Brighton
Wesley Fofana AM,0.1 - 1,Chelsea v Brighton
Joao Pedro AM,5 - 8,Chelsea v Brighton
Alejandro Garnacho AM,8 - 11,Chelsea v Brighton
Pedro Neto AM,12 - 15,Chelsea v Brighton
Estevao AM,10 - 13,Chelsea v Brighton
Reece James AM,5 - 8,Chelsea v Brighton
Jamie Gittens AM,7 - 10,Chelsea v Brighton
Jan Paul van Hecke AM,0.5 - 2,Chelsea v Brighton
Lewis Dunk AM,0.25 - 1.5,Chelsea v Brighton
Kaoru Mitoma AM,4 - 7,Chelsea v Brighton
Joel Veltman AM,0.25 - 1.5,Chelsea v Brighton
Maxime De Cuyper AM,6 - 9,Chelsea v Brighton
Ferdi Kadioglu AM,2 - 4,Chelsea v Brighton
Carlos Baleba AM,0.1 - 1,Chelsea v Brighton
Danny Welbeck AM,1 - 3,Chelsea v Brighton
Yasin Ayari AM,3 - 6,Chelsea v Brighton
Yankuba Minteh AM,5 - 8,Chelsea v Brighton
Georginio Rutter AM,3 - 6,Chelsea v Brighton
Brajan Gruda AM,9 - 12,Chelsea v Brighton
Ismaila Sarr AM,4 - 7,Crystal Palace v Liverpool
Jean-Philippe Mateta AM,4 - 7,Crystal Palace v Liverpool
Adam Wharton AM,4 - 7,Crystal Palace v Liverpool
Daniel Munoz AM,3 - 6,Crystal Palace v Liverpool
Will Hughes AM,3 - 6,Crystal Palace v Liverpool
Tyrick Mitchell AM,3 - 6,Crystal Palace v Liverpool
Daichi Kamada AM,2.5 - 5,Crystal Palace v Liverpool
Justin Devenny AM,2.5 - 5,Crystal Palace v Liverpool
Chris Richards AM,0.1 - 1,Crystal Palace v Liverpool
Marc Guehi AM,0.1 - 1,Crystal Palace v Liverpool
Maxence Lacroix AM,0.1 - 1,Crystal Palace v Liverpool
Mohamed Salah AM,11 - 14,Crystal Palace v Liverpool
Florian Wirtz AM,10 - 13,Crystal Palace v Liverpool
Dominik Szoboszlai AM,7 - 10,Crystal Palace v Liverpool
Cody Gakpo AM,6 - 9,Crystal Palace v Liverpool
Jeremie Frimpong AM,6 - 9,Crystal Palace v Liverpool
Conor Bradley AM,5 - 8,Crystal Palace v Liverpool
Alexander Isak AM,4 - 7,Crystal Palace v Liverpool
Alexis MacAllister AM,4 - 7,Crystal Palace v Liverpool
Milos Kerkez AM,3 - 6,Crystal Palace v Liverpool
Ryan Gravenberch AM,2 - 4,Crystal Palace v Liverpool
Ibrahima Konate AM,0.25 - 1.5,Crystal Palace v Liverpool
Virgil van Dijk AM,0.1 - 1,Crystal Palace v Liverpool
Morgan Gibbs-White AM,12 - 15,Nottingham Forest v Sunderland
Dan Ndoye AM,8 - 11,Nottingham Forest v Sunderland
Callum Hudson-Odoi AM,7 - 10,Nottingham Forest v Sunderland
Elliot Anderson AM,7 - 10,Nottingham Forest v Sunderland
James McAtee AM,5 - 8,Nottingham Forest v Sunderland
Douglas Luiz AM,5 - 8,Nottingham Forest v Sunderland
Dilane Bakwa AM,5 - 8,Nottingham Forest v Sunderland
Neco Williams AM,5 - 8,Nottingham Forest v Sunderland
Oleksandr Zinchenko AM,3 - 6,Nottingham Forest v Sunderland
Chris Wood AM,2.5 - 5,Nottingham Forest v Sunderland
Igor Jesus AM,2.5 - 5,Nottingham Forest v Sunderland
Simon Adingra AM,6 - 9,Nottingham Forest v Sunderland
Trai Hume AM,5 - 8,Nottingham Forest v Sunderland
Enzo Le Fee AM,4 - 7,Nottingham Forest v Sunderland
Habib Diarra AM,4 - 7,Nottingham Forest v Sunderland
Arthur Masuaku AM,4 - 7,Nottingham Forest v Sunderland
Eliezer Mayenda AM,4 - 7,Nottingham Forest v Sunderland
Bertrand Traore AM,4 - 7,Nottingham Forest v Sunderland
Chemsdine Talbi AM,3 - 6,Nottingham Forest v Sunderland
Chris Rigg AM,3 - 6,Nottingham Forest v Sunderland
Granit Xhaka AM,2.5 - 5,Nottingham Forest v Sunderland
Wilson Isidor AM,2.5 - 5,Nottingham Forest v Sunderland
Brian Brobbey AM,2.5 - 5,Nottingham Forest v Sunderland
Noah Sadiki AM,2 - 4,Nottingham Forest v Sunderland
Ollie Watkins AM,3 - 6,Aston Villa v Fulham
Morgan Rogers AM,6 - 9,Aston Villa v Fulham
John McGinn AM,4 - 7,Aston Villa v Fulham
Jadon Sancho AM,6 - 9,Aston Villa v Fulham
Harvey Elliott AM,5 - 8,Aston Villa v Fulham
Ian Maatsen AM,6 - 9,Aston Villa v Fulham
Tyrone Mings AM,0.1 - 1,Aston Villa v Fulham
Matty Cash AM,2 - 4,Aston Villa v Fulham
Emiliano Buendia AM,5 - 8,Aston Villa v Fulham
Ezri Konsa AM,0.25 - 1.5,Aston Villa v Fulham
Boubacar Kamara AM,1 - 3,Aston Villa v Fulham
Lucas Digne AM,5 - 8,Aston Villa v Fulham
Joshua King AM,3 - 6,Aston Villa v Fulham
Alex Iwobi AM,6 - 9,Aston Villa v Fulham
Rodrigo Muniz AM,2 - 4,Aston Villa v Fulham
Harry Wilson AM,2.5 - 5,Aston Villa v Fulham
Ryan Sessegnon AM,9 - 12,Aston Villa v Fulham
Sander Berge AM,1 - 3,Aston Villa v Fulham
Sasa Lukic AM,2 - 4,Aston Villa v Fulham
Kenny Tete AM,0.5 - 2,Aston Villa v Fulham
Joachim Andersen AM,0.5 - 2,Aston Villa v Fulham
Emile Smith Rowe AM,1 - 3,Aston Villa v Fulham
Raul Jimenez AM,1 - 3,Aston Villa v Fulham
Calvin Bassey AM,0.1 - 1,Aston Villa v Fulham
