AM_names,AM_odds,contest
Yehor Yarmolyuk AM,1 - 3,Brentford v Newcastle
Nathan Collins AM,1 - 3,Brentford v Newcastle
Sepp van den Berg AM,0.5 - 2,Brentford v Newcastle
Jacob Murphy AM,10 - 13,Brentford v Newcastle
Harvey Barnes AM,9 - 12,Brentford v Newcastle
Anthony Gordon AM,8 - 11,Brentford v Newcastle
Sandro Tonali AM,7 - 10,Brentford v Newcastle
Kieran Trippier AM,7 - 10,Brentford v Newcastle
Bruno Guimaraes AM,6 - 9,Brentford v Newcastle
Nick Woltemade AM,5 - 8,Brentford v Newcastle
Joelinton AM,4 - 7,Brentford v Newcastle
Emil Krafth AM,2 - 4,Brentford v Newcastle
Dan Burn AM,1 - 3,Brentford v Newcastle
Sven Botman AM,1 - 3,Brentford v Newcastle
Malick Thiaw AM,1 - 3,Brentford v Newcastle
Phil Foden AM,11 - 14,Man City v Liverpool
Rayan Cherki AM,11 - 14,Man City v Liverpool
Jeremy Doku AM,11 - 14,Man City v Liverpool
Savinho AM,10 - 13,Man City v Liverpool
Oscar Bobb AM,9 - 12,Man City v Liverpool
Omar Marmoush AM,9 - 12,Man City v Liverpool
Bernardo Silva AM,6 - 9,Man City v Liverpool
Rayan Ait-Nouri AM,6 - 9,Man City v Liverpool
Matheus Nunes AM,5 - 8,Man City v Liverpool
Nico O'Reilly AM,4 - 7,Man City v Liverpool
Rico Lewis AM,4 - 7,Man City v Liverpool
Erling Haaland AM,3 - 6,Man City v Liverpool
Tijjani Reijnders AM,4 - 7,Man City v Liverpool
Rodri AM,2.5 - 5,Man City v Liverpool
Josko Gvardiol AM,2 - 4,Man City v Liverpool
Nico Gonzalez AM,1 - 3,Man City v Liverpool
Nathan Ake AM,1 - 3,Man City v Liverpool
Abdukodir Khusanov AM,1 - 3,Man City v Liverpool
John Stones AM,0.5 - 2,Man City v Liverpool
Ruben Dias AM,0.5 - 2,Man City v Liverpool
Mohamed Salah AM,8 - 11,Man City v Liverpool
Dominik Szoboszlai AM,7 - 10,Man City v Liverpool
Florian Wirtz AM,7 - 10,Man City v Liverpool
Cody Gakpo AM,6 - 9,Man City v Liverpool
Federico Chiesa AM,5 - 8,Man City v Liverpool
Andrew Robertson AM,5 - 8,Man City v Liverpool
Conor Bradley AM,4 - 7,Man City v Liverpool
Rio Ngumoha AM,4 - 7,Man City v Liverpool
Hugo Ekitike AM,4 - 7,Man City v Liverpool
Milos Kerkez AM,2.5 - 5,Man City v Liverpool
Alexander Isak AM,2.5 - 5,Man City v Liverpool
Alexis Mac Allister AM,2.5 - 5,Man City v Liverpool
Ryan Gravenberch AM,2 - 4,Man City v Liverpool
Curtis Jones AM,1 - 3,Man City v Liverpool
Wataru Endo AM,1 - 3,Man City v Liverpool
Joe Gomez AM,0.5 - 2,Man City v Liverpool
Virgil van Dijk AM,0.5 - 2,Man City v Liverpool
Ibrahima Konate AM,0.25 - 1.5,Man City v Liverpool
