assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
1,0,14,0,11.4,177,0.01,0.67,0.66,1.61,152,1,0,7.5,22.4,2023-12-09,77,5,0,0,0,0,16,0,33238,1,1,1,41.0,5,-1110,3319,4429,53,False,0,177,,,0,2,0.9013733863830566,80,FW,Brighton,Burnley,1,1,22046,2023,628716,0.0368289612233638,1,1,0,0.9013733863830566,0.9382023811340332,0.0368289612233638,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,3,16
0,0,3,0,1.5,177,0.0,0.21,0.21,0.97,164,2,0,1.4,0.0,2023-12-16,45,9,0,0,0,0,17,0,36050,1,2,0,13.0,1,1505,5770,4265,53,True,0,177,,,0,2,0.2292314022779464,50,FW,Burnley,Everton,0,2,22058,2023,630489,0.0,0,0,0,0.2292314022779464,0.183997169137001,0.0841428041458129,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,17
0,0,4,0,1.1,177,0.0,0.0,0.0,0.46,173,0,0,0.2,1.2,2023-12-23,25,10,0,0,0,0,18,0,38512,0,2,0,0.0,1,2023,5595,3572,53,False,0,177,,,0,0,0.0,21,Sub,Fulham,Burnley,0,2,22067,2023,632724,0.0,0,0,0,0.0,0.0738415867090225,0.0738415867090225,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,3,18
0,0,3,0,11.5,177,0.0,0.0,0.0,1.39,242,2,0,1.6,2.2,2024-02-17,27,1,0,0,0,0,25,0,22433,0,5,0,2.0,1,-361,742,1103,53,True,0,177,,,0,0,0.0,24,Sub,Burnley,Arsenal,0,5,22136,2023,641744,0.0236008204519748,0,1,0,0.0,0.0236008204519748,0.0236008204519748,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,5,2,25
0,0,3,0,0.0,177,0.0,0.0,0.0,0.0,256,0,0,0.1,1.0,2024-02-24,1,8,0,0,0,0,26,0,22591,0,0,3,0.0,1,-89,803,892,53,False,0,177,,,0,0,0.0,1,Sub,Crystal Palace,Burnley,3,0,22150,2023,643264,0.0,0,0,0,0.0,0.0,0.0,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,26
0,0,3,0,0.0,177,0.0,0.0,0.0,0.0,262,0,0,0.0,0.2,2024-03-03,1,3,0,0,0,0,27,0,22542,0,2,0,0.0,1,-135,598,733,53,True,0,177,,,0,0,0.0,1,Sub,Burnley,Bournemouth,0,2,22156,2023,645470,0.0,0,0,0,0.0,0.0354025922715663,0.0354025922715663,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,27
0,0,-5,0,1.3,177,0.0,0.42,0.42,1.18,294,1,0,1.3,0.0,2024-03-30,21,7,0,0,0,0,30,0,22427,0,2,2,15.0,1,-471,264,735,53,False,0,177,,,0,3,0.647365391254425,13,Sub,Chelsea,Burnley,2,2,22188,2023,649794,0.0,0,0,0,0.647365391254425,0.1040398329496383,0.1040398329496383,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,3,30
0,0,0,0,0.3,177,0.0,0.0,0.0,0.09,304,0,0,0.2,0.0,2024-04-02,17,20,0,0,0,0,31,0,22354,0,1,1,2.0,1,-141,260,401,53,True,0,177,,,0,0,0.0,13,Sub,Burnley,Wolverhampton Wanderers,1,1,22197,2023,651076,0.0,0,0,0,0.0,0.0186485312879085,0.0186485312879085,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,31
0,0,3,0,0.1,177,0.0,0.0,0.0,0.04,314,0,0,0.0,0.2,2024-04-06,6,9,0,0,0,0,32,0,22242,0,0,1,0.0,1,-141,242,383,53,False,0,177,,,0,0,0.0,3,Sub,Everton,Burnley,1,0,22208,2023,651736,0.0,0,0,0,0.0,0.0,0.0,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,32
0,0,0,0,0.3,177,0.0,0.07,0.07,0.15,324,1,0,1.2,5.0,2024-04-13,28,5,0,0,0,0,33,0,22132,0,1,1,7.0,1,-205,252,457,53,True,0,177,,,0,1,0.0618773512542247,25,Sub,Burnley,Brighton,1,1,22218,2023,653241,0.0,0,0,0,0.0618773512542247,0.0618773512542247,0.0,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,33
0,0,3,0,2.0,177,0.01,0.01,0.0,0.04,374,0,0,0.2,0.4,2024-05-19,15,16,0,0,0,0,38,0,21735,0,2,1,0.0,1,85,380,295,53,True,0,177,,,0,0,0.0,11,Sub,Burnley,Nottingham Forest,1,2,22268,2023,663157,0.0,0,0,0,0.0,0.046960711479187,0.046960711479187,844,Burnley,Jay Rodriguez,Jay Rodriguez,FWD,2,2,38
